Notes,County,County Code,Deaths,Population,Crude Rate,Age Adjusted Rate
,"Lee County, FL",12071,148,722336,20.5,24.5
,"Leon County, FL",12073,26,287822,9,9.4
,"Manatee County, FL",12081,173,375888,46,54.9
,"Marion County, FL",12083,148,349020,42.4,49.3
,"Martin County, FL",12085,37,158701,23.3,30
,"Miami-Dade County, FL",12086,300,2712945,11.1,10.8
,"Monroe County, FL",12087,30,79077,37.9,35.6
,"Nassau County, FL",12089,22,80622,27.3,32.3
,"Okaloosa County, FL",12091,44,201170,21.9,24.1
,"Orange County, FL",12095,216,1314367,16.4,15.7
,"Osceola County, FL",12097,52,336015,15.5,15.4
,"Palm Beach County, FL",12099,586,1443810,40.6,45.2
,"Pasco County, FL",12101,154,512368,30.1,31.1
,"Pinellas County, FL",12103,258,960730,26.9,27.3
,"Polk County, FL",12105,133,666149,20,20.1
,"Putnam County, FL",12107,12,72277,Unreliable,Unreliable
,"St. Johns County, FL",12109,37,235087,15.7,17.9
,"St. Lucie County, FL",12111,102,306507,33.3,36.7
,"Santa Rosa County, FL",12113,21,170497,12.3,11.5
,"Sarasota County, FL",12115,90,412569,21.8,28.8
,"Seminole County, FL",12117,85,455479,18.7,18.7
,"Sumter County, FL",12119,15,123996,Unreliable,Unreliable
,"Volusia County, FL",12127,113,529364,21.3,23.7
,"Barrow County, GA",13013,13,77126,Unreliable,Unreliable
,"Bartow County, GA",13015,20,103807,19.3,18.5
,"Bibb County, GA",13021,16,152760,Unreliable,Unreliable
,"Carroll County, GA",13045,29,116261,24.9,26.5
,"Catoosa County, GA",13047,21,66398,31.6,31.4
,"Chatham County, GA",13051,35,289082,12.1,13.1
,"Cherokee County, GA",13057,50,241689,20.7,21.5
,"Clarke County, GA",13059,17,124707,Unreliable,Unreliable
,"Clayton County, GA",13063,22,279462,7.9,7.9
,"Cobb County, GA",13067,126,748150,16.8,16.4
,"Columbia County, GA",13073,20,147450,13.6,12.7
,"Coweta County, GA",13077,16,140526,Unreliable,Unreliable
,"DeKalb County, GA",13089,76,740321,10.3,9.8
,"Douglas County, GA",13097,32,142224,22.5,21.8
,"Floyd County, GA",13115,17,96560,Unreliable,Unreliable
,"Forsyth County, GA",13117,22,221009,10,10.6
,"Fulton County, GA",13121,162,1023336,15.8,14.9
,"Glynn County, GA",13127,12,84502,Unreliable,Unreliable
,"Gordon County, GA",13129,10,56904,Unreliable,Unreliable
,"Gwinnett County, GA",13135,80,907135,8.8,8.7
,"Hall County, GA",13139,31,196637,15.8,15.4
,"Haralson County, GA",13143,10,29042,Unreliable,Unreliable
,"Henry County, GA",13151,40,221768,18,17.6
,"Houston County, GA",13153,14,152122,Unreliable,Unreliable
,"Jackson County, GA",13157,11,64615,Unreliable,Unreliable
,"Lowndes County, GA",13185,12,114628,Unreliable,Unreliable
,"Muscogee County, GA",13215,17,197485,Unreliable,Unreliable
,"Newton County, GA",13217,14,106999,Unreliable,Unreliable
,"Paulding County, GA",13223,32,155825,20.5,20.4
,"Richmond County, GA",13245,48,201647,23.8,22
,"Rockdale County, GA",13247,16,89355,Unreliable,Unreliable
,"Spalding County, GA",13255,10,64806,Unreliable,Unreliable
,"Troup County, GA",13285,10,70005,Unreliable,Unreliable
,"Walker County, GA",13295,11,67896,Unreliable,Unreliable
,"Walton County, GA",13297,16,90184,Unreliable,Unreliable
,"Whitfield County, GA",13313,11,104589,Unreliable,Unreliable
,"Hawaii County, HI",15001,22,198449,11.1,11.8
,"Honolulu County, HI",15003,140,992605,14.1,13.5
,"Kauai County, HI",15007,10,72029,Unreliable,Unreliable
,"Maui County, HI",15009,19,165386,Unreliable,Unreliable
,"Ada County, ID",16001,70,444028,15.8,15.7
,"Bannock County, ID",16005,22,84377,26.1,28.7
,"Bonneville County, ID",16019,27,112232,24.1,26.2
,"Canyon County, ID",16027,16,211698,Unreliable,Unreliable
,"Kootenai County, ID",16055,21,154311,13.6,14.1
,"Twin Falls County, ID",16083,17,83514,Unreliable,Unreliable
,"Adams County, IL",17001,10,66578,Unreliable,Unreliable
,"Champaign County, IL",17019,23,208419,11,12.2
,"Cook County, IL",17031,1114,5203499,21.4,20.7
,"DeKalb County, IL",17037,17,104528,Unreliable,Unreliable
,"DuPage County, IL",17043,133,929368,14.3,14.9
,"Franklin County, IL",17055,13,39156,Unreliable,Unreliable
,"Grundy County, IL",17063,14,50437,Unreliable,Unreliable
,"Jackson County, IL",17077,12,58870,Unreliable,Unreliable
,"Kane County, IL",17089,63,531715,11.8,12.5
,"Kankakee County, IL",17091,18,110008,Unreliable,Unreliable
,"Kendall County, IL",17093,26,124695,20.9,21
,"Lake County, IL",17097,91,703047,12.9,13.6
,"LaSalle County, IL",17099,19,110642,Unreliable,Unreliable
,"Livingston County, IL",17105,10,36526,Unreliable,Unreliable
,"McHenry County, IL",17111,56,307004,18.2,19.7
,"McLean County, IL",17113,23,172418,13.3,14.4
,"Macon County, IL",17115,19,106550,Unreliable,Unreliable
,"Macoupin County, IL",17117,10,45908,Unreliable,Unreliable
,"Madison County, IL",17119,72,265759,27.1,27.9
,"Marion County, IL",17121,11,38140,Unreliable,Unreliable
,"Ogle County, IL",17141,13,51273,Unreliable,Unreliable
,"Peoria County, IL",17143,34,185006,18.4,18.1
,"Rock Island County, IL",17161,17,144784,Unreliable,Unreliable
,"St. Clair County, IL",17163,41,262759,15.6,16.1
,"Sangamon County, IL",17167,33,197499,16.7,17.2
,"Tazewell County, IL",17179,24,134385,17.9,20.1
,"Vermilion County, IL",17183,23,78111,29.4,33.3
,"Will County, IL",17197,131,689529,19,20
,"Williamson County, IL",17199,15,67560,Unreliable,Unreliable
,"Winnebago County, IL",17201,109,285873,38.1,38.8
,"Allen County, IN",18003,74,370404,20,21
,"Bartholomew County, IN",18005,14,81402,Unreliable,Unreliable
,"Boone County, IN",18011,21,64653,32.5,34.1
,"Clark County, IN",18019,43,116031,37.1,36.2
,"Dearborn County, IN",18029,17,49331,Unreliable,Unreliable
,"Delaware County, IN",18035,38,115603,32.9,36.3
,"Elkhart County, IN",18039,23,203781,11.3,12.2
,"Fayette County, IN",18041,16,23331,Unreliable,Unreliable
,"Floyd County, IN",18043,24,76990,31.2,31.7
,"Grant County, IN",18053,19,66937,Unreliable,Unreliable
,"Hamilton County, IN",18057,37,316373,11.7,12.2
,"Hancock County, IN",18059,12,73717,Unreliable,Unreliable
,"Harrison County, IN",18061,15,39826,Unreliable,Unreliable
,"Hendricks County, IN",18063,29,160610,18.1,18.2
,"Howard County, IN",18067,16,82568,Unreliable,Unreliable
,"Jackson County, IN",18071,11,44013,Unreliable,Unreliable
,"Johnson County, IN",18081,37,151982,24.3,25.6
,"Kosciusko County, IN",18085,11,79092,Unreliable,Unreliable
,"Lake County, IN",18089,108,485846,22.2,23.9
,"La Porte County, IN",18091,28,110015,25.5,27
,"Madison County, IN",18095,39,129296,30.2,29.9
,"Marion County, IN",18097,321,941229,34.1,33.5
,"Monroe County, IN",18105,26,145496,17.9,17.9
,"Morgan County, IN",18109,20,69698,28.7,28.7
,"Porter County, IN",18127,48,167791,28.6,28.9
,"Randolph County, IN",18135,11,25082,Unreliable,Unreliable
,"St. Joseph County, IN",18141,59,269141,21.9,24.3
,"Scott County, IN",18143,21,23730,88.5,98
,"Tippecanoe County, IN",18157,32,188059,17,18.6
,"Vanderburgh County, IN",18163,48,181721,26.4,26.7
,"Vigo County, IN",18167,23,107931,21.3,24.8
,"Wayne County, IN",18177,36,66568,54.1,61.4
,"Black Hawk County, IA",19013,16,132904,Unreliable,Unreliable
,"Dubuque County, IA",19061,13,97003,Unreliable,Unreliable
,"Johnson County, IA",19103,13,146547,Unreliable,Unreliable
,"Linn County, IA",19113,20,221661,9,9.9
,"Polk County, IA",19153,67,474045,14.1,13.9
,"Pottawattamie County, IA",19155,14,93582,Unreliable,Unreliable
,"Scott County, IA",19163,29,172474,16.8,17.6
,"Douglas County, KS",20045,11,119440,Unreliable,Unreliable
,"Johnson County, KS",20091,59,584451,10.1,9.9
,"Leavenworth County, KS",20103,16,80204,Unreliable,Unreliable
,"Sedgwick County, KS",20173,78,511995,15.2,15.4
,"Shawnee County, KS",20177,28,178146,15.7,14.8
,"Wyandotte County, KS",20209,17,163831,Unreliable,Unreliable
,"Bell County, KY",21013,12,27117,Unreliable,Unreliable
,"Boone County, KY",21015,45,128536,35,36.3
,"Boyd County, KY",21019,26,48132,54,55.2
,"Boyle County, KY",21021,16,30018,Unreliable,Unreliable
,"Bullitt County, KY",21029,20,79151,25.3,25.5
,"Campbell County, KY",21037,68,92211,73.7,74.2
,"Clark County, KY",21049,10,35819,Unreliable,Unreliable
,"Daviess County, KY",21059,13,99674,Unreliable,Unreliable
,"Fayette County, KY",21067,117,318449,36.7,38
,"Floyd County, KY",21071,16,37110,Unreliable,Unreliable
,"Franklin County, KY",21073,17,50560,Unreliable,Unreliable
,"Grant County, KY",21081,16,24923,Unreliable,Unreliable
,"Grayson County, KY",21085,12,26184,Unreliable,Unreliable
,"Hardin County, KY",21093,26,107316,24.2,24.8
,"Harrison County, KY",21097,25,18646,134.1,134.7
,"Hopkins County, KY",21107,10,45904,Unreliable,Unreliable
,"Jefferson County, KY",21111,327,765352,42.7,45
,"Jessamine County, KY",21113,16,52357,Unreliable,Unreliable
,"Kenton County, KY",21117,86,164945,52.1,52
,"Knox County, KY",21121,10,31687,Unreliable,Unreliable
,"Lincoln County, KY",21137,10,24372,Unreliable,Unreliable
,"McCracken County, KY",21145,12,65162,Unreliable,Unreliable
,"Madison County, KY",21151,26,89547,29,31.8
,"Marshall County, KY",21157,10,31365,Unreliable,Unreliable
,"Mason County, KY",21161,11,17190,Unreliable,Unreliable
,"Meade County, KY",21163,10,28126,Unreliable,Unreliable
,"Mercer County, KY",21167,10,21477,Unreliable,Unreliable
,"Montgomery County, KY",21173,10,27771,Unreliable,Unreliable
,"Nelson County, KY",21179,12,45559,Unreliable,Unreliable
,"Oldham County, KY",21185,12,65560,Unreliable,Unreliable
,"Pike County, KY",21195,17,60555,Unreliable,Unreliable
,"Pulaski County, KY",21199,12,63956,Unreliable,Unreliable
,"Scott County, KY",21209,21,53972,38.9,39.9
,"Shelby County, KY",21211,15,46408,Unreliable,Unreliable
,"Warren County, KY",21227,17,125532,Unreliable,Unreliable
,"Acadia Parish, LA",22001,10,62645,Unreliable,Unreliable
,"Ascension Parish, LA",22005,15,121587,Unreliable,Unreliable
,"Bossier Parish, LA",22015,19,126057,Unreliable,Unreliable
,"Caddo Parish, LA",22017,25,248851,10,10.6
,"Calcasieu Parish, LA",22019,20,200601,10,9.8
,"East Baton Rouge Parish, LA",22033,83,447037,18.6,19.2
,"Iberia Parish, LA",22045,16,73273,Unreliable,Unreliable
,"Jefferson Parish, LA",22051,146,436523,33.4,34.4
,"Lafayette Parish, LA",22055,41,241398,17,16.6
,"Lafourche Parish, LA",22057,18,98305,Unreliable,Unreliable
,"Livingston Parish, LA",22063,58,140138,41.4,41.2
,"Orleans Parish, LA",22071,150,391495,38.3,36.6
,"Ouachita Parish, LA",22073,28,156983,17.8,18
,"Rapides Parish, LA",22079,33,132424,24.9,28.2
,"St. Bernard Parish, LA",22087,18,45688,Unreliable,Unreliable
,"St. Charles Parish, LA",22089,14,52923,Unreliable,Unreliable
,"St. John the Baptist Parish, LA",22095,10,43631,Unreliable,Unreliable
,"St. Landry Parish, LA",22097,10,83883,Unreliable,Unreliable
,"St. Tammany Parish, LA",22103,67,253602,26.4,25.8
,"Tangipahoa Parish, LA",22105,35,130710,26.8,27.3
,"Terrebonne Parish, LA",22109,21,113220,18.5,18.5
,"Vermilion Parish, LA",22113,12,60205,Unreliable,Unreliable
,"Washington Parish, LA",22117,27,46310,58.3,64.5
,"Androscoggin County, ME",23001,27,107319,25.2,27
,"Aroostook County, ME",23003,20,67959,29.4,33.5
,"Cumberland County, ME",23005,62,292041,21.2,20.9
,"Hancock County, ME",23009,17,54419,Unreliable,Unreliable
,"Kennebec County, ME",23011,33,120569,27.4,31.2
,"Oxford County, ME",23017,12,57217,Unreliable,Unreliable
,"Penobscot County, ME",23019,49,151806,32.3,31.6
,"Somerset County, ME",23025,13,50915,Unreliable,Unreliable
,"Washington County, ME",23029,23,31450,73.1,94.7
,"York County, ME",23031,60,202343,29.7,34.9
,"Allegany County, MD",24001,46,72130,63.8,69
,"Anne Arundel County, MD",24003,216,568346,38,37.6
,"Baltimore County, MD",24005,379,831026,45.6,46.9
,"Calvert County, MD",24009,32,91251,35.1,38
,"Caroline County, MD",24011,14,32850,Unreliable,Unreliable
,"Carroll County, MD",24013,60,167656,35.8,40.2
,"Cecil County, MD",24015,46,102603,44.8,47
,"Charles County, MD",24017,47,157705,29.8,29.4
,"Frederick County, MD",24021,102,247591,41.2,43.3
,"Harford County, MD",24025,88,251032,35.1,37.1
,"Howard County, MD",24027,52,317233,16.4,17
,"Montgomery County, MD",24031,123,1043863,11.8,12
,"Prince George's County, MD",24033,134,908049,14.8,13.8
,"Queen Anne's County, MD",24035,14,48929,Unreliable,Unreliable
,"St. Mary's County, MD",24037,24,112587,21.3,21.6
,"Somerset County, MD",24039,11,25928,Unreliable,Unreliable
,"Talbot County, MD",24041,10,37278,Unreliable,Unreliable
,"Washington County, MD",24043,63,150292,41.9,42.2
,"Wicomico County, MD",24045,36,102577,35.1,42.3
,"Worcester County, MD",24047,22,51444,42.8,54.6
,"Baltimore city, MD",24510,508,614664,82.6,78.8
,"Barnstable County, MA",25001,88,214276,41.1,56.4
,"Berkshire County, MA",25003,36,126903,28.4,34.8
,"Bristol County, MA",25005,262,558324,46.9,50.4
,"Essex County, MA",25009,291,779018,37.4,38.8
,"Franklin County, MA",25011,16,70382,Unreliable,Unreliable
,"Hampden County, MA",25013,142,468467,30.3,31.5
,"Hampshire County, MA",25015,35,161816,21.6,26.1
,"Middlesex County, MA",25017,427,1589774,26.9,25.9
,"Norfolk County, MA",25021,230,697181,33,33.6
,"Plymouth County, MA",25023,203,513565,39.5,44.7
,"Suffolk County, MA",25025,258,784230,32.9,31.9
,"Worcester County, MA",25027,234,819589,28.6,29.7
,"Allegan County, MI",26005,17,115548,Unreliable,Unreliable
,"Barry County, MI",26015,10,59702,Unreliable,Unreliable
,"Bay County, MI",26017,30,104747,28.6,32.5
,"Berrien County, MI",26021,35,154010,22.7,26.3
,"Calhoun County, MI",26025,47,134386,35,36.7
,"Clare County, MI",26035,10,30358,Unreliable,Unreliable
,"Clinton County, MI",26037,10,77888,Unreliable,Unreliable
,"Eaton County, MI",26045,22,109160,20.2,22
,"Genesee County, MI",26049,131,408615,32.1,34
,"Grand Traverse County, MI",26055,20,92084,21.7,21
,"Hillsdale County, MI",26059,13,45774,Unreliable,Unreliable
,"Ingham County, MI",26065,74,288051,25.7,29.1
,"Ionia County, MI",26067,14,64232,Unreliable,Unreliable
,"Iosco County, MI",26069,10,25327,Unreliable,Unreliable
,"Isabella County, MI",26073,15,71282,Unreliable,Unreliable
,"Jackson County, MI",26075,12,158460,Unreliable,Unreliable
,"Kalamazoo County, MI",26077,62,261654,23.7,26
,"Kent County, MI",26081,80,642173,12.5,12.2
,"Lapeer County, MI",26087,12,88340,Unreliable,Unreliable
,"Lenawee County, MI",26091,20,98504,20.3,21.6
,"Livingston County, MI",26093,35,188624,18.6,20.4
,"Macomb County, MI",26099,318,867730,36.6,36.7
,"Marquette County, MI",26103,19,66435,Unreliable,Unreliable
,"Midland County, MI",26111,12,83462,Unreliable,Unreliable
,"Monroe County, MI",26115,56,149208,37.5,39
,"Muskegon County, MI",26121,36,173408,20.8,22.1
,"Oakland County, MI",26125,141,1243970,11.3,11.4
,"Ottawa County, MI",26139,39,282250,13.8,13.9
,"Saginaw County, MI",26145,39,192326,20.3,21.3
,"St. Clair County, MI",26147,74,159587,46.4,48.9
,"Washtenaw County, MI",26161,71,364709,19.5,18.5
,"Wayne County, MI",26163,674,1749366,38.5,38.2
,"Anoka County, MN",27003,36,345957,10.4,11
,"Crow Wing County, MN",27035,12,63940,Unreliable,Unreliable
,"Dakota County, MN",27037,42,417486,10.1,10.2
,"Hennepin County, MN",27053,201,1232483,16.3,15.8
,"Olmsted County, MN",27109,17,153102,Unreliable,Unreliable
,"Ramsey County, MN",27123,90,540649,16.6,16.7
,"St. Louis County, MN",27137,38,199980,19,21.7
,"Scott County, MN",27139,14,143680,Unreliable,Unreliable
,"Sherburne County, MN",27141,11,93528,Unreliable,Unreliable
,"Stearns County, MN",27145,20,155652,12.8,13.5
,"Washington County, MN",27163,25,253117,9.9,10
,"DeSoto County, MS",28033,38,175611,21.6,22
,"Hancock County, MS",28045,15,46791,Unreliable,Unreliable
,"Harrison County, MS",28047,33,203234,16.2,15.3
,"Hinds County, MS",28049,18,241229,Unreliable,Unreliable
,"Jackson County, MS",28059,27,141241,19.1,20.2
,"Lee County, MS",28081,11,85381,Unreliable,Unreliable
,"Pearl River County, MS",28109,12,55310,Unreliable,Unreliable
,"Rankin County, MS",28121,32,150228,21.3,19.8
,"Boone County, MO",29019,19,176594,Unreliable,Unreliable
,"Buchanan County, MO",29021,10,88938,Unreliable,Unreliable
,"Camden County, MO",29029,10,44497,Unreliable,Unreliable
,"Cape Girardeau County, MO",29031,16,78913,Unreliable,Unreliable
,"Cass County, MO",29037,13,102845,Unreliable,Unreliable
,"Christian County, MO",29043,10,84401,Unreliable,Unreliable
,"Clay County, MO",29047,45,239085,18.8,18.6
,"Cole County, MO",29051,13,76631,Unreliable,Unreliable
,"Franklin County, MO",29071,43,102838,41.8,44.4
,"Greene County, MO",29077,80,288690,27.7,27.3
,"Jackson County, MO",29095,116,691801,16.8,16.6
,"Jasper County, MO",29097,15,119111,Unreliable,Unreliable
,"Jefferson County, MO",29099,99,224226,44.2,46.1
,"Lincoln County, MO",29113,17,55267,Unreliable,Unreliable
,"Phelps County, MO",29161,10,44608,Unreliable,Unreliable
,"Platte County, MO",29165,10,98309,Unreliable,Unreliable
,"Pulaski County, MO",29169,16,52654,Unreliable,Unreliable
,"St. Charles County, MO",29183,83,390918,21.2,22.1
,"St. Francois County, MO",29187,22,66627,33,34.1
,"St. Louis County, MO",29189,266,998581,26.6,29.9
,"Stone County, MO",29209,10,31047,Unreliable,Unreliable
,"Taney County, MO",29213,10,54735,Unreliable,Unreliable
,"St. Louis city, MO",29510,201,311404,64.5,61.3
,"Flathead County, MT",30029,17,98082,Unreliable,Unreliable
,"Missoula County, MT",30063,12,116130,Unreliable,Unreliable
,"Yellowstone County, MT",30111,20,158437,12.6,12.8
,"Douglas County, NE",31055,43,554995,7.7,7.8
,"Lancaster County, NE",31109,21,309637,6.8,6.5
,"Sarpy County, NE",31153,15,179023,Unreliable,Unreliable
,"Clark County, NV",32003,479,2155664,22.2,21.3
,"Douglas County, NV",32005,12,48020,Unreliable,Unreliable
,"Lyon County, NV",32019,11,53179,Unreliable,Unreliable
,"Nye County, NV",32023,16,43423,Unreliable,Unreliable
,"Washoe County, NV",32031,109,453616,24,22.9
,"Carson City, NV",32510,14,54742,Unreliable,Unreliable
,"Belknap County, NH",33001,19,60779,Unreliable,Unreliable
,"Carroll County, NH",33003,16,47289,Unreliable,Unreliable
,"Cheshire County, NH",33005,21,75774,27.7,29
,"Grafton County, NH",33009,14,88888,Unreliable,Unreliable
,"Hillsborough County, NH",33011,199,407761,48.8,51.5
,"Merrimack County, NH",33013,38,148582,25.6,27.3
,"Rockingham County, NH",33015,102,303251,33.6,36.9
,"Strafford County, NH",33017,52,127428,40.8,42.1
,"Sullivan County, NH",33019,11,43004,Unreliable,Unreliable
,"Atlantic County, NJ",34001,99,270991,36.5,37.1
,"Bergen County, NJ",34003,115,939151,12.2,12.3
,"Burlington County, NJ",34005,111,449284,24.7,25.6
,"Camden County, NJ",34007,190,510150,37.2,38.1
,"Cape May County, NJ",34009,32,94430,33.9,41
,"Cumberland County, NJ",34011,55,153797,35.8,34.5
,"Essex County, NJ",34013,208,796914,26.1,24.5
,"Gloucester County, NJ",34015,101,292330,34.5,37.2
,"Hudson County, NJ",34017,98,677983,14.5,14
,"Hunterdon County, NJ",34019,22,124676,17.6,21
,"Mercer County, NJ",34021,59,371023,15.9,16.3
,"Middlesex County, NJ",34023,177,837073,21.1,20.8
,"Monmouth County, NJ",34025,157,625846,25.1,26.5
,"Morris County, NJ",34027,79,498423,15.8,17.6
