Notes,County,County Code,Deaths,Population,Crude Rate,Age Adjusted Rate
,"Glynn County, GA",13127,10,78946,Unreliable,Unreliable
,"Gordon County, GA",13129,13,54945,Unreliable,Unreliable
,"Gwinnett County, GA",13135,51,796276,6.4,6.2
,"Hall County, GA",13139,20,178503,11.2,11.5
,"Haralson County, GA",13143,12,28774,Unreliable,Unreliable
,"Henry County, GA",13151,31,199622,15.5,14.9
,"Houston County, GA",13153,10,137416,Unreliable,Unreliable
,"Jackson County, GA",13157,11,60052,Unreliable,Unreliable
,"Muscogee County, GA",13215,19,188796,Unreliable,Unreliable
,"Newton County, GA",13217,14,99494,Unreliable,Unreliable
,"Paulding County, GA",13223,24,140761,17.1,16.9
,"Richmond County, GA",13245,25,198489,12.6,12.5
,"Spalding County, GA",13255,10,64135,Unreliable,Unreliable
,"Walker County, GA",13295,13,68612,Unreliable,Unreliable
,"Ware County, GA",13299,10,35985,Unreliable,Unreliable
,"Whitfield County, GA",13313,13,101009,Unreliable,Unreliable
,"Hawaii County, HI",15001,31,183629,16.9,17
,"Honolulu County, HI",15003,94,943177,10,9.5
,"Ada County, ID",16001,47,388577,12.1,12.1
,"Bannock County, ID",16005,19,81994,Unreliable,Unreliable
,"Bonneville County, ID",16019,15,103016,Unreliable,Unreliable
,"Canyon County, ID",16027,15,187357,Unreliable,Unreliable
,"Kootenai County, ID",16055,16,137407,Unreliable,Unreliable
,"Twin Falls County, ID",16083,13,76271,Unreliable,Unreliable
,"Champaign County, IL",17019,21,199968,10.5,12.1
,"Cook County, IL",17031,530,5181728,10.2,10.2
,"DuPage County, IL",17043,67,912732,7.3,7.2
,"Franklin County, IL",17055,10,39482,Unreliable,Unreliable
,"Kane County, IL",17089,37,511273,7.2,7.4
,"Kankakee County, IL",17091,19,113107,Unreliable,Unreliable
,"Lake County, IL",17097,87,701042,12.4,12.2
,"LaSalle County, IL",17099,23,113999,20.2,22.1
,"McHenry County, IL",17111,39,308067,12.7,12.9
,"McLean County, IL",17113,24,168727,14.2,14.6
,"Madison County, IL",17119,43,268978,16,16.2
,"Marion County, IL",17121,10,39465,Unreliable,Unreliable
,"Peoria County, IL",17143,29,186930,15.5,16.3
,"Rock Island County, IL",17161,13,147552,Unreliable,Unreliable
,"St. Clair County, IL",17163,34,268489,12.7,12.8
,"Sangamon County, IL",17167,16,196180,Unreliable,Unreliable
,"Tazewell County, IL",17179,14,135054,Unreliable,Unreliable
,"Vermilion County, IL",17183,13,81710,Unreliable,Unreliable
,"Will County, IL",17197,73,674970,10.8,10.8
,"Winnebago County, IL",17201,65,295612,22,22.1
,"Allen County, IN",18003,41,353693,11.6,11.4
,"Clark County, IN",18019,10,109067,Unreliable,Unreliable
,"Dearborn County, IN",18029,11,49931,Unreliable,Unreliable
,"Delaware County, IN",18035,28,117490,23.8,25.6
,"Elkhart County, IN",18039,24,197514,12.2,12.8
,"Grant County, IN",18053,13,70195,Unreliable,Unreliable
,"Hamilton County, IN",18057,16,269394,Unreliable,Unreliable
,"Hendricks County, IN",18063,15,143944,Unreliable,Unreliable
,"Henry County, IN",18065,18,49305,Unreliable,Unreliable
,"Howard County, IN",18067,21,82701,25.4,27.1
,"Jennings County, IN",18079,11,28546,Unreliable,Unreliable
,"Johnson County, IN",18081,16,138584,Unreliable,Unreliable
,"Kosciusko County, IN",18085,12,77263,Unreliable,Unreliable
,"Lake County, IN",18089,30,495789,6.1,6.4
,"La Porte County, IN",18091,11,111465,Unreliable,Unreliable
,"Lawrence County, IN",18093,10,46138,Unreliable,Unreliable
,"Madison County, IN",18095,40,131599,30.4,31.7
,"Marion County, IN",18097,142,898394,15.8,15.7
,"Monroe County, IN",18105,18,136198,Unreliable,Unreliable
,"Morgan County, IN",18109,20,68583,29.2,30.5
,"Porter County, IN",18127,18,163572,Unreliable,Unreliable
,"St. Joseph County, IN",18141,24,266827,9,9.5
,"Starke County, IN",18149,12,23343,Unreliable,Unreliable
,"Tippecanoe County, IN",18157,22,171937,12.8,16.4
,"Vanderburgh County, IN",18163,50,178995,27.9,26.5
,"Vigo County, IN",18167,26,107429,24.2,24.7
,"Wayne County, IN",18177,10,68984,Unreliable,Unreliable
,"Linn County, IA",19113,19,210217,Unreliable,Unreliable
,"Polk County, IA",19153,45,425737,10.6,10.3
,"Scott County, IA",19163,17,163582,Unreliable,Unreliable
,"Johnson County, KS",20091,40,539396,7.4,7.3
,"Sedgwick County, KS",20173,71,495006,14.3,14.8
,"Shawnee County, KS",20177,25,176786,14.1,14.2
,"Wyandotte County, KS",20209,18,156416,Unreliable,Unreliable
,"Bell County, KY",21013,12,28667,Unreliable,Unreliable
,"Boone County, KY",21015,20,117461,17,16.5
,"Boyd County, KY",21019,16,49362,Unreliable,Unreliable
,"Campbell County, KY",21037,20,89664,22.3,22.9
,"Clark County, KY",21049,14,35607,Unreliable,Unreliable
,"Fayette County, KY",21067,40,292514,13.7,14
,"Floyd County, KY",21071,24,39643,60.5,65.4
,"Hardin County, KY",21093,14,101254,Unreliable,Unreliable
,"Harlan County, KY",21095,11,29534,Unreliable,Unreliable
,"Jefferson County, KY",21111,85,736705,11.5,11.5
,"Jessamine County, KY",21113,17,48153,Unreliable,Unreliable
,"Johnson County, KY",21115,11,23220,Unreliable,Unreliable
,"Kenton County, KY",21117,44,159239,27.6,27.2
,"Knox County, KY",21121,13,31920,Unreliable,Unreliable
,"Madison County, KY",21151,12,82299,Unreliable,Unreliable
,"Perry County, KY",21193,16,28713,Unreliable,Unreliable
,"Pike County, KY",21195,23,65255,35.2,35.8
,"Pulaski County, KY",21199,13,62711,Unreliable,Unreliable
,"Rockcastle County, KY",21203,11,17074,Unreliable,Unreliable
,"Whitley County, KY",21235,11,35994,Unreliable,Unreliable
,"Acadia Parish, LA",22001,12,61451,Unreliable,Unreliable
,"Ascension Parish, LA",22005,13,105172,Unreliable,Unreliable
,"Bossier Parish, LA",22015,17,115187,Unreliable,Unreliable
,"Caddo Parish, LA",22017,31,253245,12.2,11.5
,"Calcasieu Parish, LA",22019,32,191080,16.7,16.9
,"East Baton Rouge Parish, LA",22033,31,437623,7.1,6.8
,"Jefferson Parish, LA",22051,78,431921,18.1,17.4
,"Lafayette Parish, LA",22055,29,219466,13.2,13.8
,"Livingston Parish, LA",22063,26,126230,20.6,20.7
,"Orleans Parish, LA",22071,49,327803,14.9,14.7
,"Ouachita Parish, LA",22073,18,153058,Unreliable,Unreliable
,"Rapides Parish, LA",22079,11,131095,Unreliable,Unreliable
,"St. Bernard Parish, LA",22087,14,32878,Unreliable,Unreliable
,"St. Mary Parish, LA",22101,12,54551,Unreliable,Unreliable
,"St. Tammany Parish, LA",22103,36,231224,15.6,15.3
,"Tangipahoa Parish, LA",22105,22,120009,18.3,19.4
,"Terrebonne Parish, LA",22109,12,111689,Unreliable,Unreliable
,"Androscoggin County, ME",23001,17,107830,Unreliable,Unreliable
,"Cumberland County, ME",23005,38,281969,13.5,12.7
,"Hancock County, ME",23009,13,54499,Unreliable,Unreliable
,"Kennebec County, ME",23011,10,122084,Unreliable,Unreliable
,"Penobscot County, ME",23019,21,153770,13.7,15.1
,"York County, ME",23031,31,197192,15.7,15.1
,"Anne Arundel County, MD",24003,81,532395,15.2,14.9
,"Baltimore County, MD",24005,129,801808,16.1,16.2
,"Calvert County, MD",24009,13,88244,Unreliable,Unreliable
,"Carroll County, MD",24013,24,167028,14.4,14.1
,"Cecil County, MD",24015,21,100816,20.8,20.6
,"Charles County, MD",24017,14,144804,Unreliable,Unreliable
,"Frederick County, MD",24021,22,230942,9.5,9.8
,"Harford County, MD",24025,35,243685,14.4,15.1
,"Howard County, MD",24027,21,283061,7.4,6.9
,"Montgomery County, MD",24031,47,959013,4.9,4.8
,"Prince George's County, MD",24033,62,856161,7.2,6.8
,"Washington County, MD",24043,15,146953,Unreliable,Unreliable
,"Wicomico County, MD",24045,16,98069,Unreliable,Unreliable
,"Baltimore city, MD",24510,200,620509,32.2,32.1
,"Barnstable County, MA",25001,29,215994,13.4,13.4
,"Berkshire County, MA",25003,19,131264,Unreliable,Unreliable
,"Bristol County, MA",25005,78,547324,14.3,14.3
,"Essex County, MA",25009,93,739086,12.6,12.4
,"Hampden County, MA",25013,63,462777,13.6,14.2
,"Hampshire County, MA",25015,19,157910,Unreliable,Unreliable
,"Middlesex County, MA",25017,156,1494764,10.4,9.9
,"Norfolk County, MA",25021,81,666301,12.2,12.3
,"Plymouth County, MA",25023,64,492738,13,13.3
,"Suffolk County, MA",25025,126,716214,17.6,18.5
,"Worcester County, MA",25027,81,795251,10.2,10.1
,"Allegan County, MI",26005,16,111252,Unreliable,Unreliable
,"Bay County, MI",26017,16,107913,Unreliable,Unreliable
,"Berrien County, MI",26021,24,157059,15.3,15.2
,"Calhoun County, MI",26025,39,136301,28.6,29.1
,"Eaton County, MI",26045,10,107430,Unreliable,Unreliable
,"Genesee County, MI",26049,91,427989,21.3,21
,"Grand Traverse County, MI",26055,11,86767,Unreliable,Unreliable
,"Ingham County, MI",26065,34,280889,12.1,12.7
,"Kalamazoo County, MI",26077,33,249023,13.3,14.1
,"Kent County, MI",26081,65,601437,10.8,11
,"Lapeer County, MI",26087,20,88774,22.5,25.4
,"Livingston County, MI",26093,16,181082,Unreliable,Unreliable
,"Macomb County, MI",26099,200,839435,23.8,23.5
,"Midland County, MI",26111,11,83639,Unreliable,Unreliable
,"Monroe County, MI",26115,21,152296,13.8,15
,"Muskegon County, MI",26121,31,172755,17.9,18
,"Oakland County, MI",26125,105,1200890,8.7,8.5
,"Ottawa County, MI",26139,30,262879,11.4,11.7
,"Saginaw County, MI",26145,28,200835,13.9,15.9
,"St. Clair County, MI",26147,47,164011,28.7,28.3
,"Shiawassee County, MI",26155,16,70710,Unreliable,Unreliable
,"Van Buren County, MI",26159,13,76581,Unreliable,Unreliable
,"Washtenaw County, MI",26161,31,343520,9,8.3
,"Wayne County, MI",26163,306,1837536,16.7,16.3
,"Anoka County, MN",27003,32,329635,9.7,9.7
,"Dakota County, MN",27037,37,396906,9.3,8.3
,"Hennepin County, MN",27053,97,1146721,8.5,8.2
,"Olmsted County, MN",27109,10,143521,Unreliable,Unreliable
,"Ramsey County, MN",27123,49,506590,9.7,9.7
,"St. Louis County, MN",27137,27,200198,13.5,14.4
,"Stearns County, MN",27145,16,149696,Unreliable,Unreliable
,"Washington County, MN",27163,15,235684,Unreliable,Unreliable
,"DeSoto County, MS",28033,13,159706,Unreliable,Unreliable
,"Hancock County, MS",28045,13,43471,Unreliable,Unreliable
,"Harrison County, MS",28047,31,184930,16.8,15.9
,"Hinds County, MS",28049,10,244474,Unreliable,Unreliable
,"Jackson County, MS",28059,44,139176,31.6,31.5
,"Lee County, MS",28081,11,82436,Unreliable,Unreliable
,"Pearl River County, MS",28109,11,56085,Unreliable,Unreliable
,"Rankin County, MS",28121,26,140634,18.5,18.7
,"Boone County, MO",29019,22,160565,13.7,13.5
,"Buchanan County, MO",29021,12,89233,Unreliable,Unreliable
,"Butler County, MO",29023,12,42683,Unreliable,Unreliable
,"Cass County, MO",29037,10,98835,Unreliable,Unreliable
,"Clay County, MO",29047,28,219669,12.7,12.6
,"Cole County, MO",29051,11,75408,Unreliable,Unreliable
,"Franklin County, MO",29071,14,101422,Unreliable,Unreliable
,"Greene County, MO",29077,63,274013,23,22.5
,"Howell County, MO",29091,13,39917,Unreliable,Unreliable
,"Jackson County, MO",29095,102,670763,15.2,15
,"Jasper County, MO",29097,22,116448,18.9,19.1
,"Jefferson County, MO",29099,46,217764,21.1,20.8
,"Newton County, MO",29145,13,57946,Unreliable,Unreliable
,"Pemiscot County, MO",29155,10,18378,Unreliable,Unreliable
,"Platte County, MO",29165,10,88219,Unreliable,Unreliable
,"Polk County, MO",29167,12,31085,Unreliable,Unreliable
,"St. Charles County, MO",29183,36,356902,10.1,10
,"St. Francois County, MO",29187,22,64864,33.9,33.5
,"St. Louis County, MO",29189,126,998618,12.6,12.9
,"St. Louis city, MO",29510,66,318842,20.7,20.3
,"Cascade County, MT",30013,11,80680,Unreliable,Unreliable
,"Gallatin County, MT",30031,12,89187,Unreliable,Unreliable
,"Missoula County, MT",30063,20,108717,18.4,18.5
,"Silver Bow County, MT",30093,13,34008,Unreliable,Unreliable
,"Yellowstone County, MT",30111,18,146465,Unreliable,Unreliable
,"Douglas County, NE",31055,42,511902,8.2,8.6
,"Lancaster County, NE",31109,17,283097,Unreliable,Unreliable
,"Clark County, NV",32003,395,1939407,20.4,20
,"Douglas County, NV",32005,10,46965,Unreliable,Unreliable
,"Nye County, NV",32023,14,44446,Unreliable,Unreliable
,"Washoe County, NV",32031,90,417722,21.5,20.7
,"Carson City, NV",32510,15,55401,Unreliable,Unreliable
,"Belknap County, NH",33001,12,60171,Unreliable,Unreliable
,"Hillsborough County, NH",33011,54,400148,13.5,13
,"Merrimack County, NH",33013,13,146723,Unreliable,Unreliable
,"Rockingham County, NH",33015,41,295083,13.9,13.4
,"Strafford County, NH",33017,20,123034,16.3,15.3
,"Atlantic County, NJ",34001,14,274049,Unreliable,Unreliable
,"Burlington County, NJ",34005,37,447391,8.3,8.5
,"Camden County, NJ",34007,64,513668,12.5,12.5
,"Gloucester County, NJ",34015,31,287362,10.8,10.8
,"Middlesex County, NJ",34023,17,805204,Unreliable,Unreliable
,"Monmouth County, NJ",34025,11,628669,Unreliable,Unreliable
,"Union County, NJ",34039,13,532434,Unreliable,Unreliable
,"Bernalillo County, NM",35001,173,655279,26.4,25.9
,"Chaves County, NM",35005,16,65110,Unreliable,Unreliable
,"Dona Ana County, NM",35013,34,205401,16.6,17.1
,"Eddy County, NM",35015,16,53578,Unreliable,Unreliable
,"Grant County, NM",35017,11,29865,Unreliable,Unreliable
,"Otero County, NM",35035,15,62462,Unreliable,Unreliable
,"Rio Arriba County, NM",35039,20,40023,50,50.9
,"Sandoval County, NM",35043,22,128985,17.1,19
,"San Juan County, NM",35045,25,129359,19.3,19.6
,"Santa Fe County, NM",35049,24,143205,16.8,17.1
,"Valencia County, NM",35061,18,75770,Unreliable,Unreliable
,"Albany County, NY",36001,18,304733,Unreliable,Unreliable
,"Bronx County, NY",36005,134,1376261,9.7,10
,"Broome County, NY",36007,15,200935,Unreliable,Unreliable
,"Columbia County, NY",36021,10,63023,Unreliable,Unreliable
,"Dutchess County, NY",36027,32,296887,10.8,10.7
,"Erie County, NY",36029,86,919334,9.4,9.3
,"Genesee County, NY",36037,10,59932,Unreliable,Unreliable
,"Jefferson County, NY",36045,12,115023,Unreliable,Unreliable
,"Kings County, NY",36047,182,2487751,7.3,7.3
,"Monroe County, NY",36055,55,743386,7.4,7.2
,"Nassau County, NY",36059,121,1332088,9.1,9.1
,"New York County, NY",36061,122,1583431,7.7,7.3
,"Niagara County, NY",36063,18,216043,Unreliable,Unreliable
,"Oneida County, NY",36065,12,234619,Unreliable,Unreliable
,"Onondaga County, NY",36067,42,465633,9,8.7
,"Orange County, NY",36071,38,372079,10.2,10.1
,"Oswego County, NY",36075,17,122055,Unreliable,Unreliable
,"Queens County, NY",36081,127,2217166,5.7,5.4
,"Rensselaer County, NY",36083,18,159150,Unreliable,Unreliable
,"Richmond County, NY",36085,60,466965,12.8,12.5
,"Rockland County, NY",36087,24,308652,7.8,8.5
,"Saratoga County, NY",36091,15,218652,Unreliable,Unreliable
,"Schenectady County, NY",36093,13,154050,Unreliable,Unreliable
,"Suffolk County, NY",36103,164,1487206,11,10.9
,"Ulster County, NY",36111,20,182638,11,10.3
,"Westchester County, NY",36119,68,944201,7.2,7.1
,"Alamance County, NC",37001,21,149954,14,14.8
,"Alexander County, NC",37003,14,37053,Unreliable,Unreliable
,"Brunswick County, NC",37019,26,105777,24.6,30.7
,"Buncombe County, NC",37021,19,236349,Unreliable,Unreliable
,"Burke County, NC",37023,21,91178,23,23.4
,"Cabarrus County, NC",37025,26,175993,14.8,14.8
,"Caldwell County, NC",37027,20,82798,24.2,26.2
,"Carteret County, NC",37031,14,65670,Unreliable,Unreliable
,"Catawba County, NC",37035,29,154610,18.8,18
,"Cleveland County, NC",37045,15,98211,Unreliable,Unreliable
,"Columbus County, NC",37047,19,58163,Unreliable,Unreliable
,"Craven County, NC",37049,13,101923,Unreliable,Unreliable
,"Cumberland County, NC",37051,34,317252,10.7,11.1
,"Davidson County, NC",37057,25,162406,15.4,16.2
,"Durham County, NC",37063,19,265356,Unreliable,Unreliable
,"Forsyth County, NC",37067,44,348532,12.6,12.5
,"Gaston County, NC",37071,59,205884,28.7,28.8
,"Guilford County, NC",37081,52,484180,10.7,10.5
,"Henderson County, NC",37089,14,105813,Unreliable,Unreliable
,"Iredell County, NC",37097,32,158387,20.2,20.6
,"Johnston County, NC",37101,16,166478,Unreliable,Unreliable
,"Lincoln County, NC",37109,16,77573,Unreliable,Unreliable
,"Mecklenburg County, NC",37119,53,908704,5.8,5.6
,"Moore County, NC",37125,12,87244,Unreliable,Unreliable
,"New Hanover County, NC",37129,35,200178,17.5,17.4
,"Onslow County, NC",37133,23,173064,13.3,13.7
,"Orange County, NC",37135,13,132369,Unreliable,Unreliable
,"Pitt County, NC",37147,19,165581,Unreliable,Unreliable
,"Randolph County, NC",37151,24,141175,17,17.6
,"Richmond County, NC",37153,13,46537,Unreliable,Unreliable
,"Robeson County, NC",37155,14,132984,Unreliable,Unreliable
,"Rockingham County, NC",37157,14,93547,Unreliable,Unreliable
,"Rowan County, NC",37159,32,138562,23.1,24.3
,"Rutherford County, NC",37161,15,67561,Unreliable,Unreliable
,"Sampson County, NC",37163,10,63127,Unreliable,Unreliable
,"Stanly County, NC",37167,11,60496,Unreliable,Unreliable
,"Surry County, NC",37171,15,73505,Unreliable,Unreliable
,"Union County, NC",37179,10,198533,Unreliable,Unreliable
,"Wake County, NC",37183,51,883624,5.8,5.7
,"Wilkes County, NC",37193,31,69258,44.8,47
,"Brown County, OH",39015,11,44740,Unreliable,Unreliable
,"Butler County, OH",39017,66,366633,18,18.6
,"Clark County, OH",39023,18,138778,Unreliable,Unreliable
,"Clermont County, OH",39025,27,196512,13.7,13.9
,"Cuyahoga County, OH",39035,139,1285082,10.8,10.4
,"Delaware County, OH",39041,14,170676,Unreliable,Unreliable
,"Fairfield County, OH",39045,13,145446,Unreliable,Unreliable
,"Franklin County, OH",39049,132,1155408,11.4,11.2
,"Greene County, OH",39057,20,161075,12.4,12.5
,"Hamilton County, OH",39061,83,802149,10.3,10.5
,"Jefferson County, OH",39081,22,69833,31.5,33
,"Lake County, OH",39085,17,229954,Unreliable,Unreliable
,"Licking County, OH",39089,12,165283,Unreliable,Unreliable
,"Lorain County, OH",39093,27,300893,9,9.3
,"Lucas County, OH",39095,40,442603,9,9
,"Mahoning County, OH",39099,31,240050,12.9,13.7
